;global_id;postcode;Gemeentenaam;Buurtnaam;Afstand_tot_huisartsenpraktijk_km
81658;4182376;8011AW;Zwolle                                  ;Kamperpoort;3
81669;4183037;1098TN;Amsterdam                               ;Middenmeer Zuid;4
81680;4166697;2036SB;Haarlem                                 ;De Burgen;4
81681;4221234;4611MC;Bergen op Zoom                          ;Centrum;3
81683;4221976;6512EZ;Nijmegen                                ;Bottendaal;4
81684;4166876;2271BR;Leidschendam Voorburg                   ;Voorburg Oud;3
81685;4222247;1394GN;Wijdemeren                              ;Splegelpolder;4
81686;4184655;3131JX;Vlaardingen                             ;Centrum;3
81687;4167106;3511PS;Utrecht                                 ;Springweg en omgeving Geertebuurt;4
81696;4185305;3822BV;Amersfoort                              ;Muziekbuurt Zuid;4
81701;4185780;1054CK;Amsterdam                               ;Helmersbuurt Oost;1
81707;4167702;7942VJ;Meppel                                  ;Zeeheldenbuurt;3
81709;4224425;3553BN;Utrecht                                 ;Elinkwijk en omgeving;4
81713;4168132;7001BG;Doetinchem                              ;Stadscentrum Zuid;3
81715;4168181;1015LJ;Amsterdam                               ;Anjeliersbuurt Noord;2
81727;4168812;3888LW;Apeldoorn                               ;Uddel;4
81731;4186792;1363BM;Almere                                  ;Europakwartier;4
81734;4168926;2623BJ;Delft                                   ;Boerderijbuurt;2
81737;4212062;4382ED;Vlissingen                              ;Bonedijkestraat e.o.;4
81739;4169144;3255LV;Goeree Overflakkee                      ;Oude Tonge prinsessenbuurt handelskade;4
81740;4210347;2518GV;s Gravenhage                           ;Zeeheldenkwartier;4
81749;4213572;1398AL;Gooise Meren                            ;Vesting Muiden;3
81751;4228590;4543BP;Terneuzen                               ;Kern Zaamslag;4
81754;4169522;2902VD;Capelle aan den IJssel                  ;Dichtersbuurt;3
81757;4187928;5629MC;Eindhoven                               ;Blixembosch Oost;4
81768;4230176;3051JB;Rotterdam                               ;Hillegersberg Zuid;3
81772;4170206;9741EB;Groningen                               ;Selwerd;4
81777;4188820;7741GZ;Coevorden                               ;Coevorden Centrum;3
81778;4215565;2512XD;s Gravenhage                           ;Zuidwal;4
81788;4232961;7513BX;Enschede                                ;Horstlanden Stadsweide;3
81790;4189463;5262HG;Vught                                   ;De Baarzen;4
81791;4190879;2901EN;Capelle aan den IJssel                  ;Chopinbuurt;3
81793;4171226;3051XM;Rotterdam                               ;Hillegersberg Zuid;3
81802;4189599;5623AX;Eindhoven                               ;Kronehoef;4
81805;4171762;2011JM;Haarlem                                 ;Bakenes;4
81808;4217019;5708ZR;Helmond                                 ;De Veste;4
81816;4172239;2471AX;Alphen aan den Rijn                     ;Zwammerdam Dorp;3
81824;4241318;3333GL;Zwijndrecht                             ;Bloemenbuurt D(ahlia)   G(eranium);3
81830;4227231;2034ND;Haarlem                                 ;Landenbuurt;4
81835;4192439;5038BM;Tilburg                                 ;Binnenstad Oost;4
81838;4173606;1091NR;Amsterdam                               ;Transvaalbuurt West;3
81839;4242464;3401GM;IJsselstein                             ;Achterveld West;3
81842;4243180;3962BR;Wijk bij Duurstede                      ;De Heul;4
81854;4193454;2742BD;Waddinxveen                             ;Groenswaard 1;4
81861;4174270;3332ED;Zwijndrecht                             ;Europesebuurt;4
81868;4194122;3024EP;Rotterdam                               ;Schiemond;4
81873;4175449;1082SK;Amsterdam                               ;Gelderlandpleinbuurt;4
81888;4246797;5683EL;Best                                    ;Hoge Akker;4
81897;4194781;3082RD;Rotterdam                               ;Oud Charlois;4
81900;4249029;2271CM;Leidschendam Voorburg                   ;Voorburg Oud;3
81905;4250815;3034WG;Rotterdam                               ;Oud Crooswijk;4
81906;4250860;7741JJ;Coevorden                               ;Coevorden Centrum;3
81907;4250861;7741JJ;Coevorden                               ;Coevorden Centrum;3
81908;4250862;7741JJ;Coevorden                               ;Coevorden Centrum;3
81910;4250864;7741JJ;Coevorden                               ;Coevorden Centrum;3
81912;4250061;4486AN;Noord Beveland                          ;Colijnsplaat;3
81913;4196411;5384BP;Bernheze                                ;Componistenbuurt;3
81915;4250863;7741JJ;Coevorden                               ;Coevorden Centrum;3
81916;4250901;2645KJ;Pijnacker Nootdorp                      ;Emerald Centrum;4
81917;4251057;1701CA;Heerhugowaard                           ;Centrumwaard;4
81918;4177606;2681BJ;Westland                                ;Monster Centrumgebied;4
81931;4253270;2565AK;s Gravenhage                           ;Bloemenbuurt West;2
81939;4253038;2593XX;s Gravenhage                           ;Bezuidenhout Oost;4
81946;4255245;3031SP;Rotterdam                               ;Rubroek;4
81961;4199170;9601BW;Midden Groningen                        ;Westerpark;4
81978;4256114;1013JN;Amsterdam                               ;Haarlemmerbuurt West;2
81983;4256877;8303GT;Noordoostpolder                         ;Emmeloord Espelervaart Bergenbuurt;4
81985;4179918;2182PV;Hillegom                                ;Wendes;3
81986;4255057;3117EC;Schiedam                                ;Fabribuurt;3
81992;4199476;1902AZ;Castricum                               ;Albert's Hoeve;3
82007;4258100;1102VD;Amsterdam                               ;Venserpolder West;4
82009;4180864;1972NT;Velsen                                  ;Zeeheldenbuurt;3
82019;4201024;1055CD;Amsterdam                               ;Erasmusparkbuurt West;2
82021;4201320;1561ZJ;Zaanstad                                ;Zuiderhoofdbuurt;4
82027;4181855;3076VD;Rotterdam                               ;Lombardijen;4
82029;4201295;1055SC;Amsterdam                               ;Robert Scottbuurt West;3
82030;4201324;2518LB;s Gravenhage                           ;Rond de Energiecentrale;3
82042;4259471;2321XR;Leiden                                  ;Haagweg Noord;3
82044;4182542;7314BJ;Apeldoorn                               ;Spainkbos;4
82045;4201774;3022ZM;Rotterdam                               ;Nieuwe Westen;3
82052;4261545;6602BN;Wijchen                                 ;De Uilenboom;3
82054;4262704;6686CH;Lingewaard                              ;Doornenburg;4
82057;4261587;1012DE;Amsterdam                               ;Burgwallen Oost;2
82064;4203068;5021ED;Tilburg                                 ;Broekhoven II Oost;3
82069;4263876;4824NT;Breda                                   ;Gageldonk;4
82072;4183698;1215CR;Hilversum                               ;Schrijverskwartier;4
82073;4264399;9601BV;Midden Groningen                        ;Westerpark;4
82074;4264036;2562SM;s Gravenhage                           ;Valkenboskwartier;3
82085;4265137;2025DE;Haarlem                                 ;Schrijversbuurt;4
82088;4264580;4904MP;Oosterhout                              ;Componistenbuurt;4
82099;4184129;1053TS;Amsterdam                               ;Bellamybuurt Noord;2
82107;4265488;6901GL;Zevenaar                                ;Het Grieth;4
82123;4266099;2908BB;Capelle aan den IJssel                  ;Sporenbuurt west;3
82124;4184166;2565EM;s Gravenhage                           ;Heesterbuurt;2
82129;4205190;2517BH;s Gravenhage                           ;Koningsplein en omgeving;4
82130;4205918;2571BE;s Gravenhage                           ;Heesterbuurt;2
82135;4268855;3582AR;Utrecht                                 ;Abstede  Tolsteegsingel e.o.;4
82143;4206282;3513VA;Utrecht                                 ;Pijlsweerd Zuid;4
82148;4269215;1015AL;Amsterdam                               ;Langestraat e.o.;2
82154;4269348;8331DA;Steenwijkerland                         ;De gagels;4
82156;4270559;5213GP;s Hertogenbosch                        ;Aawijk Noord;3
82158;4206907;1403EG;Gooise Meren                            ;Ooster Eng Zuid;4
82167;4269777;1121XA;Landsmeer                               ;Plan Centrum Noord;3
82169;4187047;2273LG;Leidschendam Voorburg                   ;Bovenveen;4
82172;4271737;4701EV;Roosendaal                              ;Centrum Oud;3
82177;4272181;1098TC;Amsterdam                               ;Middenmeer Zuid;4
82190;4188021;2902HH;Capelle aan den IJssel                  ;Oude Plaats;3
82194;4276941;1781DD;Den Helder                              ;Visbuurt;4
82195;4187050;6374VX;Landgraaf                               ;Lauradorp;4
82197;4068840;9721HP;Groningen                               ;Helpman;4
82198;4209369;9721BN;Groningen                               ;Helpman;4
82205;4274329;1071ZK;Amsterdam                               ;Cornelis Schuytbuurt;3
82207;4277190;1363CJ;Almere                                  ;Europakwartier;4
82213;4277162;1363CJ;Almere                                  ;Europakwartier;4
82214;4277266;1363CJ;Almere                                  ;Europakwartier;4
82220;4189950;1181KH;Amstelveen                              ;Vredeveldbuurt;4
82223;4211042;1363CC;Almere                                  ;Europakwartier;4
82224;4190093;7902BK;Hoogeveen                               ;Centrum;4
82225;4190096;2691XK;Westland                                ;V/d kasteelewijk;4
82227;4189546;6512HS;Nijmegen                                ;Bottendaal;4
82235;4276150;2281EG;Rijswijk                                ;Leeuwendaal;4
82237;4277163;1363CJ;Almere                                  ;Europakwartier;4
82238;4271268;2512EP;s Gravenhage                           ;Zuidwal;4
82241;4213323;5629MC;Eindhoven                               ;Blixembosch Oost;4
82246;4277325;1363CJ;Almere                                  ;Europakwartier;4
82247;4277373;1363CJ;Almere                                  ;Europakwartier;4
82248;4277374;1363CJ;Almere                                  ;Europakwartier;4
82251;4277323;1363CJ;Almere                                  ;Europakwartier;4
82252;4271738;4701EV;Roosendaal                              ;Centrum Oud;3
82253;4190579;2561VD;s Gravenhage                           ;Heesterbuurt;2
82254;4215412;1064NC;Amsterdam                               ;Buurt 5 Zuid;3
82262;4215685;2121TE;Bloemendaal                             ;Leidsevaart  Bloemhof;3
82264;4272139;3817SR;Amersfoort                              ;Bosweg;3
82274;4191785;4902AW;Oosterhout                              ;Slotjes West;4
82275;4280109;7591XV;Dinkelland                              ;Veldkamp en Borchert;4
82277;4191922;2011VR;Haarlem                                 ;Vijfhoek;3
82278;4217166;1782RD;Den Helder                              ;Van Galenbuurt;4
82291;4218981;3028GS;Rotterdam                               ;Oud Mathenesse;4
82293;4282332;2313RN;Leiden                                  ;Professorenwijk West;4
82307;4303894;9172PL;Ferwerderadiel                          ;Ferwerd;4
82310;4273251;1181WP;Amstelveen                              ;Stadshart;3
82319;4221744;5931BT;Venlo                                   ;Tegelen Centrum;3
82332;4193782;7314BA;Apeldoorn                               ;Spainkbos;4
82336;4193900;2221BK;Katwijk                                 ;Hoornes West;3
82338;4305939;2563GB;s Gravenhage                           ;Heesterbuurt;2
82339;4273710;7462TN;Rijssen Holten                          ;Kern rand Zuid;4
82344;4194086;2801EG;Gouda                                   ;Turfmarkt e.o.;4
82352;4306582;2906BR;Capelle aan den IJssel                  ;Florabuurt;4
82359;4238902;3051TA;Rotterdam                               ;Hillegersberg Zuid;3
82364;4194639;2026VH;Haarlem                                 ;Muiderkring;2
82365;4276247;1949BC;Beverwijk                               ;Wijk aan Zee;4
82366;4229393;1181TD;Amstelveen                              ;Elsrijk Oost;4
82375;4194417;2201EL;Noordwijk                               ;Beeklaan kwartier;4
82395;4195300;1077KZ;Amsterdam                               ;Prinses Irenebuurt;4
82401;4195449;7544TG;Enschede                                ;Wesselerbrink Noord Oost;4
82407;4234796;1082AS;Amsterdam                               ;Buitenveldert Midden Zuid;4
82415;4359946;6713NR;Ede                                     ;Beatrixpark;4
82421;4359939;3117EC;Schiedam                                ;Fabribuurt;3
